Product_Name,Product_Description,Product_Price,Product_Initial_Price,Product_Discount,Product_URL,Product_Image_URL,Product_Tagging,Rating_Score,Review_Count,Product_Code
Nike Aura,Backpack (24L),1977.0,3295.0,40,https://www.nike.com/ph/t/aura-backpack-UzJzow8p/HF7007-415,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d879b8ef-287e-4ba7-bbe7-0a534ee84a13/NK+AURA+BKPK.png",Recycled Materials,4.8,20,HF7007-415
NikeCourt Dri-FIT,Men's Tennis Polo,1519.0,1895.0,19,https://www.nike.com/ph/t/nikecourt-dri-fit-tennis-polo-xQtSz0/DH0858-010,https://static.nike.com/a/images/t_default/b8f732db-24c7-4d94-82d7-f519ecfc26a8/AS+M+NKCT+DF+POLO+SOLID.png,Recycled Materials,3.0,2,DH0858-010
Kobe,Older Kids' Dri-FIT Max90 T-Shirt,1031.0,1145.0,10,https://www.nike.com/ph/t/kobe-older-dri-fit-max90-t-shirt-QhmVKcKr/IM0322-504,https://static.nike.com/a/images/t_default/f9932b73-1036-4d7d-8ff0-c42ad4ff39eb/KB+K+NK+DF+TEE+M90+HBR.png,Recycled Materials,0.0,0,IM0322-504
Nike Promina,Women's Walking Shoes,2636.0,3295.0,20,https://www.nike.com/ph/t/promina-walking-shoes-CsDWSZ/FV6343-008,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d37469d6-f749-4cbf-aa6a-0966fb234d85/W+NIKE+PROMINA.png",Recycled Materials,4.3,25,FV6343-008
Nike Promina,Women's Walking Shoes,2636.0,3295.0,20,https://www.nike.com/ph/t/promina-walking-shoes-CsDWSZ/FV6343-006,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/86473133-f0a3-407c-8ede-9988f06336d1/W+NIKE+PROMINA.png",Recycled Materials,4.3,25,FV6343-006
Nike G.T. Hustle 3,Basketball Shoes,5662.0,10295.0,45,https://www.nike.com/ph/t/gt-hustle-3-basketball-shoes-ZqrKK4/FV5953-402,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a2e7c930-5ad9-45d2-8365-39eee593300c/G.T.+HUSTLE+3.png",Recycled Materials,4.7,30,FV5953-402
Nike G.T. Hustle 3,Basketball Shoes,5662.0,10295.0,45,https://www.nike.com/ph/t/gt-hustle-3-basketball-shoes-ZqrKK4/FV5953-700,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b52647cc-b10c-4278-acc7-59880a14f1fe/G.T.+HUSTLE+3.png",Recycled Materials,4.7,30,FV5953-700
Nike G.T. Hustle 3,Basketball Shoes,5662.0,10295.0,45,https://www.nike.com/ph/t/gt-hustle-3-basketball-shoes-ZqrKK4/FV5953-602,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/fdc15965-ac15-4a01-ac26-82d321d92e13/G.T.+HUSTLE+3.png",Recycled Materials,4.7,30,FV5953-602
Nike Reina EasyOn,Women's Shoes,4342.0,7895.0,45,https://www.nike.com/ph/t/reina-easyon-shoes-N5nSDh/FN0345-001,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c07dc4a0-9978-4888-b2a1-a14d76edc4b8/NIKE+REINA+EASYON.png",Recycled Materials,4.5,35,FN0345-001
Nike Air Max Dn SE,Men's Shoes,5817.0,9695.0,40,https://www.nike.com/ph/t/air-max-dn-se-shoes-C8vJHfE9/HF5531-500,"https://static.nike.com/a/images/t_default/u_9ddf04c7-2a9a-4d76-add1-d15af8f0263d,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/71b6951f-0d16-4d7f-969b-2f3998c36cb3/AIR+MAX+DN+SE.png",Recycled Materials,4.6,32,HF5531-500
